"","Genetic_distance","density"
"1",0,0.462626262626263
"2",0.1,0.00404040404040404
"3",0.2,0.00202020202020202
"4",0.3,0
"5",0.4,0.00606060606060606
"6",0.5,0.0101010101010101
"7",0.6,0.0181818181818182
"8",0.7,0.0202020202020202
"9",0.8,0.0202020202020202
"10",0.9,0.0222222222222222
"11",1,0.0282828282828283
"12",1.1,0.0383838383838383
"13",1.2,0.0989898989898991
"14",1.3,0.139393939393939
"15",1.4,0.173737373737374
"16",1.5,0.17979797979798
"17",1.6,0.294949494949495
"18",1.7,0.363636363636364
"19",1.8,0.432323232323232
"20",1.9,0.630303030303031
"21",2,0.775757575757575
"22",2.1,0.921212121212121
"23",2.2,1.21616161616161
"24",2.3,1.26060606060606
"25",2.4,1.48080808080809
"26",2.5,1.90707070707071
"27",2.6,1.98383838383838
"28",2.7,2.32727272727272
"29",2.8,2.57777777777778
"30",2.9,2.70101010101011
"31",3,3.06262626262626
"32",3.1,3.38989898989899
"33",3.2,3.31717171717171
"34",3.3,3.62222222222222
"35",3.4,3.8848484848485
"36",3.5,3.71515151515151
"37",3.6,4.08282828282828
"38",3.7,4.02626262626262
"39",3.8,3.92525252525252
"40",3.9,3.7858585858586
"41",4,3.86464646464644
"42",4.1,3.83030303030304
"43",4.2,3.59595959595961
"44",4.3,3.43232323232322
"45",4.4,3.63838383838385
"46",4.5,3.32323232323231
"47",4.6,2.97979797979799
"48",4.7,2.69898989898989
"49",4.8,2.5919191919192
"50",4.9,2.52727272727274
"51",5,2.12929292929292
"52",5.1,2.13737373737375
"53",5.2,1.85858585858585
"54",5.3,1.5959595959596
"55",5.4,1.40606060606061
"56",5.5,1.37575757575757
"57",5.6,1.25050505050505
"58",5.7,1.13737373737373
"59",5.8,0.985858585858589
"60",5.9,0.949494949494953
"61",6,0.781818181818178
"62",6.1,0.690909090909094
"63",6.2,0.646464646464643
"64",6.3,0.559595959595962
"65",6.4,0.454545454545456
"66",6.5,0.33131313131313
"67",6.6,0.383838383838385
"68",6.7,0.305050505050503
"69",6.8,0.276767676767678
"70",6.9,0.185858585858587
"71",7,0.222222222222221
"72",7.1,0.121212121212122
"73",7.2,0.111111111111111
"74",7.3,0.125252525252526
"75",7.4,0.0727272727272729
"76",7.5,0.0646464646464643
"77",7.6,0.0686868686868688
"78",7.7,0.0505050505050502
"79",7.8,0.0505050505050507
"80",7.9,0.0343434343434344
"81",8,0.0303030303030305
"82",8.1,0.0303030303030298
"83",8.2,0.0303030303030304
"84",8.3,0.0121212121212122
"85",8.4,0.0121212121212122
"86",8.5,0.00808080808080811
"87",8.6,0.014141414141414
"88",8.7,0.0121212121212122
"89",8.8,0.0101010101010101
"90",8.9,0.00202020202020203
"91",9,0.00606060606060609
"92",9.1,0.0141414141414139
"93",9.2,0.0101010101010101
"94",9.3,0.00404040404040406
"95",9.4,0.00606060606060609
"96",9.5,0.012121212121212
"97",9.6,0
"98",9.7,0.0141414141414142
"99",9.8,0.00404040404040406
"100",9.9,0.00202020202020203
"101",10,0
"102",10.1,0.00202020202020203
"103",10.2,0.00404040404040406
"104",10.3,0
"105",10.4,0.00202020202020203
"106",10.5,0
"107",10.6,0
"108",10.7,0
"109",10.8,0
"110",10.9,0.00202020202020203
"111",11,0
"112",11.1,0
"113",11.2,0
"114",11.3,0
"115",11.4,0
"116",11.5,0
"117",11.6,0
"118",11.7,0
"119",11.8,0
"120",11.9,0
