"","Genetic_distance","density"
"1",0,0.175757575757576
"2",0.1,0.00606060606060606
"3",0.2,0.00606060606060606
"4",0.3,0.0181818181818182
"5",0.4,0.0141414141414141
"6",0.5,0.0181818181818182
"7",0.6,0.0121212121212121
"8",0.7,0.0121212121212121
"9",0.8,0.0222222222222222
"10",0.9,0.0282828282828283
"11",1,0.0363636363636363
"12",1.1,0.0767676767676767
"13",1.2,0.0989898989898991
"14",1.3,0.121212121212121
"15",1.4,0.16969696969697
"16",1.5,0.272727272727272
"17",1.6,0.292929292929292
"18",1.7,0.452525252525253
"19",1.8,0.494949494949494
"20",1.9,0.684848484848486
"21",2,0.87070707070707
"22",2.1,1.03030303030303
"23",2.2,1.33939393939394
"24",2.3,1.62020202020202
"25",2.4,1.80202020202021
"26",2.5,2.39393939393939
"27",2.6,2.72929292929293
"28",2.7,3.01010101010101
"29",2.8,3.37171717171717
"30",2.9,3.53333333333335
"31",3,4.02020202020202
"32",3.1,4.47676767676767
"33",3.2,4.18989898989899
"34",3.3,4.65656565656565
"35",3.4,4.51111111111113
"36",3.5,4.45454545454545
"37",3.6,4.45050505050505
"38",3.7,4.34141414141414
"39",3.8,4.29898989898989
"40",3.9,4.26464646464648
"41",4,3.90303030303028
"42",4.1,3.92323232323234
"43",4.2,3.51919191919193
"44",4.3,3.41212121212119
"45",4.4,3.01212121212122
"46",4.5,2.93333333333332
"47",4.6,2.61414141414142
"48",4.7,2.39797979797978
"49",4.8,2.03434343434344
"50",4.9,1.8949494949495
"51",5,1.49494949494949
"52",5.1,1.48484848484849
"53",5.2,1.28686868686868
"54",5.3,1.15353535353536
"55",5.4,0.971717171717175
"56",5.5,0.824242424242421
"57",5.6,0.715151515151518
"58",5.7,0.595959595959593
"59",5.8,0.58787878787879
"60",5.9,0.44848484848485
"61",6,0.395959595959594
"62",6.1,0.365656565656567
"63",6.2,0.290909090909089
"64",6.3,0.270707070707072
"65",6.4,0.167676767676768
"66",6.5,0.177777777777777
"67",6.6,0.127272727272728
"68",6.7,0.137373737373737
"69",6.8,0.0828282828282831
"70",6.9,0.0949494949494953
"71",7,0.0707070707070704
"72",7.1,0.0444444444444446
"73",7.2,0.0303030303030301
"74",7.3,0.0343434343434345
"75",7.4,0.0323232323232324
"76",7.5,0.0181818181818181
"77",7.6,0.0181818181818183
"78",7.7,0.014141414141414
"79",7.8,0.0101010101010102
"80",7.9,0.00404040404040406
"81",8,0.00404040404040406
"82",8.1,0.00404040404040398
"83",8.2,0.00404040404040406
"84",8.3,0.00404040404040406
"85",8.4,0.00404040404040406
"86",8.5,0.00404040404040406
"87",8.6,0
"88",8.7,0
"89",8.8,0
"90",8.9,0
"91",9,0
"92",9.1,0
"93",9.2,0
"94",9.3,0
"95",9.4,0
"96",9.5,0
"97",9.6,0
"98",9.7,0
"99",9.8,0
"100",9.9,0
